"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.180859230E-1,1.090999961E0,5.700000003E-2,9.652999878E0,9.714624880E0
6.267113080E-1,8.230000138E-1,8.600000292E-2,9.883000374E0,9.917581430E0
6.368564620E-1,4.589999914E-1,2.489999980E-1,9.979000092E0,9.992653542E0
6.479138470E-1,5.170000196E-1,4.110000134E-1,9.701000214E0,9.723456956E0
6.579138470E-1,1.406999946E0,3.919999897E-1,9.911999702E0,1.001903443E1
6.666553080E-1,1.406999946E0,3.919999897E-1,9.911999702E0,1.001903443E1
6.766339230E-1,1.388000011E0,2.870000005E-1,9.826000214E0,9.927698285E0
6.867796930E-1,1.292000055E0,2.680000067E-1,9.692000389E0,9.781408881E0
6.966807700E-1,1.598999977E0,2.290000021E-1,9.614999771E0,9.749741665E0
7.066433080E-1,1.924999952E0,2.010000050E-1,9.854000092E0,1.004227781E1
7.166422310E-1,2.220999956E0,1.809999943E-1,9.796999931E0,1.004722894E1
7.270814620E-1,2.490000010E0,7.599999756E-2,9.538000107E0,9.857957298E0
7.366567700E-1,2.490000010E0,8.600000292E-2,9.538000107E0,9.858039465E0
7.467512310E-1,1.743000031E0,6.700000167E-2,9.911999702E0,1.006430704E1
7.567307700E-1,1.743000031E0,6.700000167E-2,9.911999702E0,1.006430704E1
7.674696160E-1,1.100999951E0,7.599999756E-2,9.854000092E0,9.915608640E0
7.766451540E-1,9.860000014E-1,0.000000000E0,9.548000336E0,9.598776298E0
7.866442310E-1,7.469999790E-1,4.699999839E-2,9.567000389E0,9.596234387E0
7.985356930E-1,7.269999981E-1,-8.999999613E-3,9.796999931E0,9.823941045E0
8.066282310E-1,8.140000105E-1,-5.700000003E-2,9.796999931E0,9.830923287E0
8.166336930E-1,8.899999857E-1,-1.720000058E-1,9.826000214E0,9.867723353E0
8.269006930E-1,9.190000296E-1,-1.620000005E-1,1.001700020E1,1.006037266E1
8.366395390E-1,1.090999961E0,-4.300000072E-1,1.001700020E1,1.008540896E1
8.466570770E-1,1.771000028E0,-7.179999948E-1,9.538000107E0,9.727559361E0
8.566391540E-1,3.197999954E0,-1.082000017E0,9.404000282E0,9.991653970E0
8.666477700E-1,4.021999836E0,-1.253999949E0,9.663000107E0,1.054146904E1
8.766371540E-1,4.750000000E0,-3.630000055E-1,9.682000160E0,1.079052344E1
8.866462310E-1,5.094999790E0,3.799999878E-2,9.864000320E0,1.110220560E1
8.966386160E-1,5.775000095E0,5.700000003E-2,9.644000053E0,1.124102362E1
9.066375390E-1,6.368000031E0,3.160000145E-1,9.413999557E0,1.136990185E1
9.166380000E-1,7.172999859E0,6.600000262E-1,1.000800037E1,1.233075823E1
9.266519230E-1,8.418000221E0,9.760000110E-1,9.711000443E0,1.288870953E1
9.366543080E-1,7.814000130E0,8.230000138E-1,1.052499962E1,1.313436500E1
9.466466160E-1,8.244999886E0,6.320000291E-1,1.004599953E1,1.301159305E1
9.566718470E-1,8.675999641E0,7.080000043E-1,1.004599953E1,1.329271757E1
9.666422310E-1,8.829999924E0,6.890000105E-1,9.173999786E0,1.275170152E1
9.766280000E-1,1.022799969E1,8.330000043E-1,9.835000038E0,1.421383454E1
9.888001540E-1,9.451999664E0,1.034000039E0,1.023700047E1,1.397160092E1
9.966513850E-1,1.048600006E1,1.120000005E0,8.982999802E0,1.385297379E1
1.006648924E0,1.059200001E1,1.282999992E0,8.274000168E0,1.350168997E1
1.017419693E0,1.175100040E1,1.406999946E0,6.789999962E0,1.364440394E1
1.026632770E0,9.069000244E0,1.235000014E0,5.381999969E0,1.061781117E1
1.037052385E0,5.764999866E0,1.082000017E0,8.159000397E0,1.004864344E1
1.046784077E0,5.256999969E0,1.695000052E0,7.977000237E0,9.702659771E0
1.056657693E0,1.455000043E0,2.288000107E0,1.070699978E1,1.104499044E1
1.066641539E0,-1.062999964E0,2.844000101E0,1.157800007E1,1.196947748E1
1.076633231E0,-3.055000067E0,1.350000024E0,1.011299992E1,1.065027196E1
1.089181385E0,2.199999988E-1,-6.700000167E-1,2.844000101E0,2.930125696E0
1.096988770E0,-5.839999914E-1,-6.700000167E-1,2.834000111E0,2.970103136E0
1.106862847E0,-9.499999881E-2,-4.110000134E-1,1.302000046E0,1.368630750E0
1.117096924E0,-1.140000001E-1,-4.020000100E-1,1.430000067E-1,4.416435327E-1
1.128529847E0,-1.140000001E-1,-3.630000055E-1,1.239999980E-1,4.001762156E-1
1.136632154E0,-1.140000001E-1,-3.829999864E-1,8.600000292E-2,4.087554160E-1
1.148409616E0,-8.600000292E-2,-4.210000038E-1,1.140000001E-1,4.445593366E-1
1.156636231E0,-8.600000292E-2,-3.440000117E-1,1.140000001E-1,3.724620901E-1
1.166653231E0,-1.239999980E-1,-4.020000100E-1,9.499999881E-2,4.312829782E-1
1.178143385E0,-1.140000001E-1,-3.729999959E-1,1.529999971E-1,4.189677746E-1
1.186629924E0,-1.140000001E-1,-3.729999959E-1,1.620000005E-1,4.223375394E-1
1.196648539E0,-1.049999967E-1,-3.729999959E-1,1.809999943E-1,4.276856255E-1
1.207280077E0,-1.340000033E-1,-3.829999864E-1,1.909999996E-1,4.484707241E-1
1.217800462E0,-1.430000067E-1,-3.729999959E-1,2.199999988E-1,4.560460485E-1
1.226629539E0,-1.140000001E-1,-3.729999959E-1,2.290000021E-1,4.522897279E-1
1.236751924E0,-1.809999943E-1,-3.350000083E-1,3.059999943E-1,4.884895086E-1
1.246871539E0,-9.499999881E-2,-3.440000117E-1,2.870000005E-1,4.579628894E-1
1.256636770E0,9.979000092E0,1.398000002E0,-2.879800034E1,3.050999296E1
1.266900539E0,-5.083499908E1,4.597000122E0,7.845600128E1,9.359847050E1
1.276665539E0,-7.844599915E1,8.519999981E-1,7.845600128E1,1.109497401E2
1.286643077E0,-2.840500069E1,-3.016000032E0,7.845600128E1,8.349421811E1
1.296631616E0,1.110000014E0,-2.470000029E0,-2.579999864E-1,2.720213993E0
1.307599077E0,1.129999995E0,-2.499000072E0,-8.999999613E-3,2.742623261E0
1.316645385E0,1.110000014E0,-2.480000019E0,6.700000167E-2,2.717901604E0
1.326689847E0,1.090999961E0,-2.355000019E0,5.700000003E-2,2.596065293E0
1.336628308E0,1.072000027E0,-2.384000063E0,1.809999943E-1,2.620191091E0
1.346700693E0,1.120000005E0,-2.269000053E0,5.700000003E-2,2.531009730E0
1.356890077E0,1.253999949E0,-2.164000034E0,-2.579999864E-1,2.514353995E0
1.366648077E0,2.000999928E0,-1.952999949E0,-2.154000044E0,3.529578686E0
1.376634847E0,4.107999802E0,8.899999857E-1,-7.249000072E0,8.379484733E0
1.386639077E0,5.888999939E0,2.384000063E0,-1.119499969E1,1.287213249E1
1.396659385E0,3.476000071E0,2.565999985E0,-5.285999775E0,6.827058373E0
1.406646154E0,1.809999943E0,1.513000011E0,-2.624000072E0,3.528547181E0
1.416634154E0,1.139000058E0,-8.600000292E-2,-1.455000043E0,1.849795194E0
1.428707385E0,8.519999981E-1,-5.170000196E-1,-1.034000039E0,1.436088123E0
1.436643770E0,9.760000110E-1,-7.940000296E-1,-1.425999999E0,1.901706619E0
1.446647770E0,1.235000014E0,-9.480000138E-1,-2.144999981E0,2.650462975E0
1.456637000E0,1.666000009E0,-1.302000046E0,-3.293999910E0,3.914229880E0
1.470345462E0,2.010999918E0,-3.092999935E0,-2.959000111E0,4.729318230E0
1.476631462E0,-4.797999859E0,-4.758999825E0,9.998000145E0,1.206767951E1
1.486638539E0,-1.711400032E1,-5.669000149E0,5.557600021E1,5.842703458E1
1.496652616E0,-2.052300072E1,-1.617499924E1,7.845600128E1,8.269321796E1
1.506809693E0,8.935000420E0,-1.617499924E1,6.063199997E1,6.338536308E1
1.516667770E0,6.890000105E-1,-7.559999824E-1,-2.125999928E0,2.359265284E0
1.529565616E0,1.052999973E0,-6.790000200E-1,-2.326999903E0,2.642873156E0
1.536675000E0,1.292000055E0,-8.230000138E-1,-2.078000069E0,2.581603659E0
1.546632462E0,1.521999955E0,-8.519999981E-1,-2.105999947E0,2.734524389E0
1.556642154E0,1.751999974E0,-5.070000291E-1,-1.120000005E0,2.140316086E0
1.566650539E0,1.550999999E0,-1.430000067E-1,1.924999952E0,2.476221883E0
1.576643000E0,1.388000011E0,-5.700000003E-2,6.809000015E0,6.949264295E0
1.590201462E0,-1.909999996E-1,-4.880000055E-1,5.899000168E0,5.922231673E0
1.598307847E0,-1.909999996E-1,-4.300000072E-1,5.142000198E0,5.163482066E0
1.606630308E0,-7.599999756E-2,-8.999999613E-3,7.047999859E0,7.048415355E0
1.616628539E0,1.608000040E0,4.979999959E-1,3.734099960E1,3.737892347E1
1.626632077E0,7.556000233E0,2.680000067E-1,2.166300011E1,2.294450996E1
1.636630231E0,4.932000160E0,4.210000038E-1,8.284000397E0,9.650208762E0
1.647017231E0,-2.680000067E-1,-6.119999886E-1,5.046999931E0,5.091029002E0
1.656983539E0,-1.981999993E0,-1.034000039E0,4.940999985E0,5.423187338E0
1.666629462E0,-2.086999893E0,-1.483999968E0,6.147999763E0,6.660009426E0
1.676636924E0,-2.183000088E0,-1.944000006E0,6.885000229E0,7.479829781E0
1.686640000E0,-2.441999912E0,-1.666000009E0,8.810000420E0,9.292740553E0
1.696644231E0,-6.320000291E-1,6.890000105E-1,1.389599991E1,1.392741751E1
1.706631308E0,3.983999968E0,-1.899999939E-2,1.241100025E1,1.303478208E1
1.716627308E0,1.340000033E-1,-1.052999973E0,8.963999748E0,9.026630403E0
1.726652308E0,-2.029999971E0,-1.205999970E0,7.814000130E0,8.162961095E0
1.736637000E0,-2.049000025E0,-9.480000138E-1,7.767000198E0,8.088473107E0
1.746729539E0,-9.499999881E-2,-6.890000105E-1,8.522999763E0,8.551331533E0
1.756640847E0,6.990000010E-1,-6.029999852E-1,1.119499969E1,1.123299729E1
1.766645539E0,1.264000058E0,-4.110000134E-1,1.091699982E1,1.099761348E1
1.778772847E0,-5.700000003E-2,-8.040000200E-1,9.767999649E0,9.801197997E0
1.786639154E0,-9.760000110E-1,-7.749999762E-1,9.538000107E0,9.619077244E0
1.796645308E0,6.700000167E-2,-7.080000043E-1,9.748999596E0,9.774903893E0
1.806682154E0,3.059999943E-1,-5.929999948E-1,1.014200020E1,1.016392901E1
1.819164847E0,-2.290000021E-1,-7.469999790E-1,9.279999733E0,9.312832277E0
1.826645693E0,-2.290000021E-1,-7.469999790E-1,9.069000244E0,9.102593883E0
1.836635385E0,-8.600000292E-2,-6.219999790E-1,9.815999985E0,9.836063017E0
1.846643231E0,7.599999756E-2,-7.179999948E-1,1.026599979E1,1.029135811E1
1.856628847E0,1.899999939E-2,-7.749999762E-1,1.018000031E1,1.020947561E1
1.866626770E0,-2.010000050E-1,-6.320000291E-1,9.854000092E0,9.876291958E0
1.876642924E0,-1.620000005E-1,-7.080000043E-1,9.413999557E0,9.441975200E0
1.886645385E0,-1.430000067E-1,-6.600000262E-1,9.567000389E0,9.590805257E0
1.896647847E0,-1.430000067E-1,-6.890000105E-1,9.854000092E0,9.879093472E0
1.906633616E0,-9.499999881E-2,-7.179999948E-1,9.883000374E0,9.909502782E0
1.916628616E0,-8.999999613E-3,-7.369999886E-1,1.018000031E1,1.020664765E1
1.926949462E0,-1.720000058E-1,-6.890000105E-1,1.011299992E1,1.013790276E1
1.936644924E0,2.800000086E-2,-6.890000105E-1,9.826000214E0,9.850166761E0
1.946679539E0,-8.600000292E-2,-6.700000167E-1,9.796999931E0,9.820259858E0
1.956685462E0,-5.700000003E-2,-7.469999790E-1,9.529000282E0,9.558404906E0
1.966656000E0,-1.049999967E-1,-7.369999886E-1,9.711000443E0,9.739492984E0
1.976643154E0,0.000000000E0,-6.119999886E-1,1.018000031E1,1.019837978E1
1.986631462E0,-1.140000001E-1,-6.320000291E-1,9.739000320E0,9.760150986E0
1.996641539E0,-5.700000003E-2,-7.469999790E-1,9.854000092E0,9.882437744E0
2.006644693E0,-6.700000167E-2,-7.080000043E-1,1.001700020E1,1.004221320E1
2.016637462E0,-8.600000292E-2,-7.940000296E-1,9.711000443E0,9.743785796E0
2.026655847E0,-8.600000292E-2,-7.940000296E-1,9.940999985E0,9.973029266E0
2.037732000E0,-6.700000167E-2,-6.700000167E-1,9.911999702E0,9.934844092E0
2.046661616E0,-8.600000292E-2,-6.700000167E-1,9.815999985E0,9.839214995E0
2.056668308E0,2.800000086E-2,-6.990000010E-1,1.000800037E1,1.003242027E1
2.066632924E0,-4.699999839E-2,-6.320000291E-1,1.005599976E1,1.007594979E1
2.076642462E0,-2.800000086E-2,-7.080000043E-1,9.739000320E0,9.764741433E0
2.086648770E0,-8.600000292E-2,-7.850000262E-1,9.920999527E0,9.952379246E0
2.097783847E0,-5.700000003E-2,-6.409999728E-1,9.920999527E0,9.941849002E0
2.106634924E0,-1.140000001E-1,-6.990000010E-1,9.796999931E0,9.822566093E0
2.117665462E0,-8.999999613E-3,-6.990000010E-1,1.000800037E1,1.003238523E1
2.126642616E0,-1.720000058E-1,-6.890000105E-1,9.796999931E0,9.822703939E0
2.136641000E0,-6.700000167E-2,-6.700000167E-1,9.796999931E0,9.820111846E0
2.146657154E0,-9.499999881E-2,-7.469999790E-1,9.883000374E0,9.911646198E0
2.156643462E0,-8.600000292E-2,-6.409999728E-1,9.720000267E0,9.741492809E0
2.168734770E0,-3.799999878E-2,-7.080000043E-1,9.854000092E0,9.879474976E0
2.176646616E0,-4.699999839E-2,-7.469999790E-1,9.911999702E0,9.940219116E0
2.186648462E0,-1.430000067E-1,-6.700000167E-1,9.883000374E0,9.906717187E0
2.196635539E0,-7.599999756E-2,-7.749999762E-1,9.911999702E0,9.942541881E0
2.206667924E0,-1.140000001E-1,-6.990000010E-1,9.883000374E0,9.908344634E0
2.216657462E0,-8.600000292E-2,-7.369999886E-1,9.652999878E0,9.681475695E0
2.226646385E0,-1.140000001E-1,-6.890000105E-1,9.767999649E0,9.792932868E0
2.236647077E0,-8.600000292E-2,-7.179999948E-1,9.883000374E0,9.909420588E0
2.247036847E0,-8.600000292E-2,-6.990000010E-1,9.864000320E0,9.889110138E0
2.256651000E0,-8.600000292E-2,-6.990000010E-1,9.883000374E0,9.908062040E0
2.266637924E0,-5.700000003E-2,-6.890000105E-1,9.911999702E0,9.936081125E0
2.276639462E0,-9.499999881E-2,-6.600000262E-1,9.767999649E0,9.790732464E0
2.286794308E0,-2.800000086E-2,-7.369999886E-1,9.767999649E0,9.795803700E0
2.296703077E0,-3.799999878E-2,-6.790000200E-1,9.930999756E0,9.954257440E0
2.310939462E0,-1.140000001E-1,-7.179999948E-1,9.911999702E0,9.938624557E0
2.316648462E0,-4.699999839E-2,-7.179999948E-1,9.864000320E0,9.890209063E0
2.326644077E0,-8.600000292E-2,-6.990000010E-1,9.940999985E0,9.965915798E0
2.336640001E0,-5.700000003E-2,-6.320000291E-1,9.796999931E0,9.817529256E0
2.347336231E0,-5.700000003E-2,-6.700000167E-1,9.864000320E0,9.886892906E0
2.356765693E0,-2.800000086E-2,-6.890000105E-1,9.826000214E0,9.850166761E0
2.367016539E0,-3.799999878E-2,-6.890000105E-1,9.796999931E0,9.821271439E0
2.376665001E0,-7.599999756E-2,-6.600000262E-1,9.758999825E0,9.781587479E0
2.388606847E0,-9.499999881E-2,-6.790000200E-1,9.892999649E0,9.916728699E0
2.396667539E0,-7.599999756E-2,-6.990000010E-1,9.796999931E0,9.822198565E0
2.406635847E0,-9.499999881E-2,-7.179999948E-1,9.835000038E0,9.861631444E0
2.418212924E0,-5.700000003E-2,-6.320000291E-1,1.002700043E1,1.004705980E1
2.429791077E0,-4.699999839E-2,-7.080000043E-1,9.796999931E0,9.822661587E0
2.437054693E0,-8.600000292E-2,-6.409999728E-1,9.883000374E0,9.904139203E0
2.449153231E0,-6.700000167E-2,-6.890000105E-1,9.883000374E0,9.907214866E0
2.456696539E0,-7.599999756E-2,-6.700000167E-1,9.767999649E0,9.791245741E0
2.466643462E0,-8.600000292E-2,-7.080000043E-1,9.998000145E0,1.002340595E1
2.476631693E0,-5.700000003E-2,-6.320000291E-1,9.940999985E0,9.961232541E0
2.486643462E0,-8.600000292E-2,-6.320000291E-1,9.739000320E0,9.759864101E0
2.497667231E0,-4.699999839E-2,-7.080000043E-1,9.960000038E0,9.985242800E0
2.506705693E0,-7.599999756E-2,-7.080000043E-1,9.864000320E0,9.889668464E0
2.516630231E0,-9.499999881E-2,-7.749999762E-1,9.796999931E0,9.828064795E0
2.526636924E0,-2.800000086E-2,-7.369999886E-1,9.854000092E0,9.881562163E0
2.536644077E0,-1.049999967E-1,-6.990000010E-1,9.796999931E0,9.822465762E0
2.546635385E0,-3.799999878E-2,-6.600000262E-1,9.767999649E0,9.790345304E0
2.556640847E0,-8.999999613E-3,-5.929999948E-1,9.336999893E0,9.355816212E0
2.566630077E0,1.899999939E-2,-6.320000291E-1,9.001999855E0,9.024177881E0
2.576648385E0,-1.140000001E-1,-7.369999886E-1,1.042899990E1,1.045563025E1
2.586639001E0,-1.049999967E-1,-8.610000014E-1,1.063000011E1,1.066532927E1
2.596634231E0,-2.770000100E-1,-7.369999886E-1,1.060099983E1,1.063019734E1
2.606630770E0,-1.620000005E-1,-7.659999728E-1,1.002700043E1,1.005752144E1
2.616651231E0,-1.320999980E0,-7.659999728E-1,1.046700001E1,1.057780157E1
2.626644308E0,5.550000072E-1,-6.119999886E-1,9.595999718E0,9.631499342E0
2.636647924E0,-1.340000033E-1,-7.369999886E-1,9.145999908E0,9.176624614E0
2.646651539E0,2.579999864E-1,-6.320000291E-1,9.355999947E0,9.380870057E0
2.656638462E0,-1.140000001E-1,-7.179999948E-1,9.911999702E0,9.938624557E0
2.666715231E0,-2.290000021E-1,-7.179999948E-1,9.911999702E0,9.940608789E0
2.678024308E0,1.140000001E-1,-6.409999728E-1,9.835000038E0,9.856525895E0
2.686642924E0,-7.599999756E-2,-6.119999886E-1,9.826000214E0,9.845333930E0
2.696625385E0,-1.620000005E-1,-6.790000200E-1,9.815999985E0,9.840789639E0
2.706628693E0,1.899999939E-2,-6.790000200E-1,9.930999756E0,9.954203041E0
2.717106231E0,-7.599999756E-2,-7.179999948E-1,9.826000214E0,9.852491065E0
