"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.214607231E0,5.602000237E0,-9.480000138E-1,7.958000183E0,9.778081488E0
1.224605384E0,5.534999847E0,-9.760000110E-1,7.928999901E0,9.718942265E0
1.234616154E0,5.515999794E0,-9.959999919E-1,7.834000111E0,9.632747658E0
1.244608384E0,5.602000237E0,-1.034000039E0,7.967999935E0,9.794926528E0
1.254942769E0,5.669000149E0,-1.072000027E0,7.967999935E0,9.837467647E0
1.264606846E0,5.602000237E0,-1.004999995E0,8.053999901E0,9.862015313E0
1.274605615E0,5.602000237E0,-1.004999995E0,8.005999565E0,9.822853999E0
1.284605384E0,5.631000042E0,-1.004999995E0,7.928999901E0,9.776871989E0
1.294600461E0,5.553999901E0,-1.024000049E0,7.958000183E0,9.758342990E0
1.304600461E0,5.631000042E0,-1.034000039E0,7.939000130E0,9.788004935E0
1.314599692E0,5.659999847E0,-1.004999995E0,7.928999901E0,9.793603152E0
1.324605385E0,5.572999954E0,-9.860000014E-1,7.901000023E0,9.718864432E0
1.334605846E0,5.572999954E0,-9.959999919E-1,7.928999901E0,9.742657948E0
1.344600154E0,5.611999989E0,-9.760000110E-1,7.872000217E0,9.716764241E0
1.354613769E0,5.639999866E0,-8.899999857E-1,7.958000183E0,9.794460954E0
1.364605154E0,5.583000183E0,-1.034000039E0,7.881000042E0,9.713352088E0
1.374602615E0,5.553999901E0,-9.089999795E-1,7.928999901E0,9.723283154E0
1.384598769E0,5.631000042E0,-9.279999733E-1,8.005999565E0,9.831855087E0
1.394601769E0,5.467999935E0,-1.090999961E0,8.034999847E0,9.780108729E0
1.404618846E0,5.467999935E0,-1.167999983E0,8.102000237E0,9.844066999E0
1.414605000E0,5.190000057E0,-1.197000027E0,8.149999619E0,9.736087687E0
1.424609231E0,4.913000107E0,-1.235000014E0,8.130000114E0,9.579128193E0
1.434608769E0,5.181000233E0,-1.120000005E0,7.842999935E0,9.466245898E0
1.444614308E0,5.659999847E0,-1.110000014E0,7.612999916E0,9.551202334E0
1.454613538E0,7.010000229E0,-1.052999973E0,7.671000004E0,1.044476679E1
1.464601615E0,7.699999809E0,-1.292000055E0,8.159000397E0,1.129285388E1
1.474605692E0,8.465999603E0,-1.435999990E0,8.265000343E0,1.191828326E1
1.484599308E0,9.413999557E0,-1.550999999E0,8.102000237E0,1.251684451E1
1.494623846E0,1.007499981E1,-1.588999987E0,7.537000179E0,1.268214942E1
1.504606461E0,1.039999962E1,-1.608000040E0,7.585000038E0,1.297219649E1
1.514607692E0,1.063000011E1,-1.483999968E0,7.967999935E0,1.336742987E1
1.524622077E0,1.080300045E1,-1.406999946E0,8.331999779E0,1.371519916E1
1.534621461E0,1.106099987E1,-1.350000024E0,8.503999710E0,1.401735457E1
1.544608308E0,1.243999958E1,-1.743000031E0,8.407999992E0,1.511575676E1
1.554610385E0,1.352200031E1,-1.981999993E0,7.537000179E0,1.560702368E1
1.564606846E0,1.469999981E1,-1.838000059E0,6.550000191E0,1.619786224E1
1.574605923E0,1.583100033E1,-1.636999965E0,6.626999855E0,1.723999615E1
1.584605154E0,1.599300003E1,-1.503000021E0,7.258999825E0,1.762748245E1
1.594601308E0,1.614699936E1,-1.245000005E0,6.578999996E0,1.748024183E1
1.604597538E0,1.577299976E1,-8.999999762E-1,5.602000237E0,1.676245591E1
1.614609154E0,1.134799957E1,-4.779999852E-1,1.235400009E1,1.678174295E1
1.624602461E0,1.511200047E1,6.600000262E-1,9.701000214E0,1.796990716E1
1.634603000E0,1.743000031E1,4.880000055E-1,5.362999916E0,1.824293898E1
1.644621769E0,1.640500069E1,4.020000100E-1,5.237999916E0,1.722562901E1
1.654601000E0,1.433600044E1,4.300000072E-1,9.911999702E0,1.743426359E1
1.664611615E0,1.107100010E1,-2.290000021E-1,9.222000122E0,1.441057842E1
1.674598846E0,-3.092999935E0,-1.215999961E0,-3.249999881E-1,3.339300750E0
1.684609615E0,-3.581000090E0,-2.441999912E0,4.126999855E0,5.984902089E0
1.694618461E0,-3.505000114E0,-2.220999956E0,2.556999922E0,4.874024539E0
1.704611077E0,-2.115999937E0,-2.298000097E0,-5.170000196E-1,3.166314767E0
1.714915538E0,-8.600000292E-2,-3.440000117E-1,-3.540000021E-1,5.010469140E-1
1.724613461E0,-9.499999881E-2,-3.350000083E-1,7.599999756E-2,3.564070776E-1
1.735017922E0,-1.049999967E-1,-3.160000145E-1,1.140000001E-1,3.519616577E-1
1.744608845E0,-9.499999881E-2,-3.729999959E-1,7.599999756E-2,3.923391344E-1
1.754625615E0,-1.239999980E-1,-2.870000005E-1,2.199999988E-1,3.822891566E-1
1.764617461E0,-1.140000001E-1,-3.059999943E-1,1.720000058E-1,3.690745162E-1
1.774820538E0,-1.430000067E-1,-3.440000117E-1,1.140000001E-1,3.895908238E-1
1.786070538E0,-5.700000003E-2,-3.160000145E-1,1.430000067E-1,3.515025051E-1
1.794942845E0,-1.809999943E-1,-3.440000117E-1,1.620000005E-1,4.211187554E-1
1.804625538E0,-1.140000001E-1,-3.249999881E-1,9.499999881E-2,3.572757927E-1
1.814800845E0,-1.239999980E-1,-3.059999943E-1,1.809999943E-1,3.765275474E-1
1.826000538E0,-1.430000067E-1,-3.440000117E-1,1.909999996E-1,4.186478351E-1
1.835055076E0,-1.049999967E-1,-3.160000145E-1,2.099999934E-1,3.936762702E-1
1.845227691E0,-1.140000001E-1,-2.870000005E-1,1.140000001E-1,3.291823208E-1
1.854629691E0,-8.600000292E-2,-2.680000067E-1,2.010000050E-1,3.458626983E-1
1.864612614E0,-1.239999980E-1,-3.249999881E-1,2.099999934E-1,4.063262101E-1
1.874610922E0,-1.529999971E-1,-2.960000038E-1,1.909999996E-1,3.840651003E-1
1.884611538E0,-1.430000067E-1,-3.440000117E-1,2.489999980E-1,4.480915185E-1
1.894621691E0,-1.430000067E-1,-3.350000083E-1,3.729999959E-1,5.213472974E-1
1.904617307E0,-1.620000005E-1,-2.870000005E-1,3.440000117E-1,4.763916545E-1
1.914600076E0,-1.720000058E-1,-3.059999943E-1,3.350000083E-1,4.852267553E-1
1.924607153E0,-1.430000067E-1,-3.160000145E-1,3.440000117E-1,4.885089755E-1
1.934611384E0,-2.099999934E-1,-3.160000145E-1,4.690000117E-1,6.032553501E-1
1.944737614E0,-8.330000043E-1,-2.389999926E-1,3.628999949E0,3.731038814E0
1.954608538E0,-7.733499908E1,-7.355000019E0,7.845600128E1,1.104089772E2
1.964854307E0,-7.844599915E1,-2.103100014E1,7.845600128E1,1.129221939E2
1.974612614E0,-1.577299976E1,5.975999832E0,6.274900055E1,6.497643546E1
1.986303384E0,-1.598999977E0,-1.090999961E0,-1.991999984E0,2.777615124E0
1.994607153E0,-1.042999983E0,-2.164000034E0,8.600000292E-2,2.403776427E0
2.004645922E0,-8.610000014E-1,-2.086999893E0,4.880000055E-1,2.309769158E0
2.014828768E0,-7.940000296E-1,-2.000999928E0,7.269999981E-1,2.272216045E0
2.024609076E0,-1.656000018E0,-1.560999990E0,1.646999955E0,2.809210900E0
2.035147691E0,-3.418999910E0,-1.531999946E0,6.110000134E0,7.167195117E0
2.044614691E0,-5.276999950E0,-1.378999949E0,7.834000111E0,9.545675831E0
2.054605845E0,-6.147999763E0,-1.235000014E0,7.939000130E0,1.011685965E1
2.064626307E0,-5.927999973E0,-1.167999983E0,6.817999840E0,9.109913801E0
2.074607538E0,-4.481999874E0,-1.368999958E0,5.381999969E0,7.136414186E0
2.084619384E0,-3.601000071E0,-2.105999947E0,1.952999949E0,4.606153068E0
2.094612691E0,-4.089000225E0,-2.528000116E0,1.781000018E0,5.126662510E0
2.104602153E0,-5.237999916E0,-2.977999926E0,2.154000044E0,6.398815739E0
2.114613999E0,-8.571000099E0,-4.597000122E0,2.757999897E0,1.010945183E1
2.127630922E0,-1.008399963E1,-5.583000183E0,3.494999886E0,1.204458234E1
2.134605691E0,-1.152099991E1,-6.550000191E0,3.907000065E0,1.381667800E1
2.144606076E0,-1.255500031E1,-7.114999771E0,4.193999767E0,1.502800348E1
2.154604691E0,-1.230599976E1,-7.058000088E0,4.156000137E0,1.478260235E1
2.164622384E0,-8.791000366E0,-6.750999928E0,3.581000090E0,1.164822944E1
2.174663384E0,-7.412000179E0,-6.568999767E0,2.710000038E0,1.026808672E1
2.184597384E0,-6.953000069E0,-6.789999962E0,2.423000097E0,1.001594923E1
2.194608461E0,-2.815000057E0,-8.015999794E0,-3.380000114E0,9.143570353E0
2.204614768E0,1.695000052E0,5.018000126E0,-1.498799992E1,1.589633580E1
2.214602307E0,2.805999994E0,3.513999939E0,-6.061999798E0,7.547825719E0
2.225252307E0,4.710999966E0,-7.179999948E-1,2.010000050E-1,4.769637897E0
2.234872768E0,5.401000023E0,-1.723000050E0,1.177000046E0,5.790065589E0
2.244668461E0,5.401000023E0,-1.924999952E0,1.177000046E0,5.853354181E0
2.254604384E0,4.089000225E0,-1.733000040E0,2.520700073E1,2.559523584E1
2.264600538E0,1.766900063E1,4.210000038E-1,7.845600128E1,8.042210493E1
2.274602538E0,1.970000076E1,-3.059999943E-1,4.303900146E1,4.733433546E1
2.284606307E0,5.831999779E0,-1.358999968E0,1.828999996E0,6.261337183E0
2.294607076E0,2.288000107E0,8.999999762E-1,-8.427000046E0,8.778341200E0
2.304612768E0,6.029999852E-1,1.570000052E0,1.580000043E0,2.307576495E0
2.314608230E0,6.700000167E-1,-5.740000010E-1,1.302000046E0,1.572761947E0
2.324605845E0,4.779999852E-1,-7.850000262E-1,6.990000010E-1,1.154690447E0
2.334621461E0,7.749999762E-1,-6.119999886E-1,1.588999987E0,1.870852722E0
2.344610307E0,1.110000014E0,2.800000086E-2,2.844400024E1,2.846566412E1
2.355367845E0,2.786000013E0,-1.608000040E0,4.068299866E1,4.080997231E1
2.364612230E0,3.418999910E0,-4.137000084E0,2.120299911E1,2.187170550E1
2.374689922E0,3.170000076E0,-1.819000006E0,-1.464299965E1,1.509221986E1
2.386133845E0,1.062999964E0,2.996999979E0,9.499999881E-2,3.181352353E0
2.394610230E0,-1.024000049E0,1.799999952E0,1.503600025E1,1.517794056E1
2.404602614E0,-2.230999947E0,-4.020000100E-1,1.886599922E1,1.900170759E1
2.414605614E0,-7.179999948E-1,-1.493999958E0,1.539000034E1,1.547900741E1
2.424598461E0,1.090999961E0,-1.848000050E0,1.114700031E1,1.135169596E1
2.434604076E0,1.828999996E0,-2.288000107E0,7.039000034E0,7.624152868E0
2.444600461E0,1.963000059E0,-1.004999995E0,4.710999966E0,5.201626178E0
2.454605230E0,8.610000014E-1,1.838000059E0,8.972999573E0,9.199689481E0
2.464663153E0,-4.020000100E-1,-1.570000052E0,1.444200039E1,1.453264874E1
2.474611153E0,2.579999864E-1,-2.144999981E0,8.906000137E0,9.164301793E0
2.484619691E0,5.740000010E-1,-1.072000027E0,7.679999828E0,7.775670866E0
2.494600076E0,3.729999959E-1,-2.010000050E-1,8.762999535E0,8.773237193E0
2.504604153E0,5.170000196E-1,-1.340000033E-1,9.652999878E0,9.667763530E0
2.514612922E0,6.219999790E-1,-4.300000072E-1,1.098400021E1,1.100999748E1
2.524604999E0,2.199999988E-1,-8.610000014E-1,9.720000267E0,9.760539237E0
2.534610922E0,2.389999926E-1,-8.230000138E-1,8.647999763E0,8.690359597E0
2.544614922E0,3.729999959E-1,-4.979999959E-1,9.251000404E0,9.271900640E0
2.554923691E0,6.510000229E-1,-3.919999897E-1,1.057299995E1,1.060027325E1
2.564609384E0,6.790000200E-1,-4.690000117E-1,9.625000000E0,9.660311953E0
2.574603461E0,3.729999959E-1,-7.940000296E-1,9.088000298E0,9.130241752E0
2.584616307E0,2.489999980E-1,-5.450000167E-1,9.538000107E0,9.556802397E0
2.594599768E0,4.880000055E-1,-5.360000134E-1,1.011299992E1,1.013894508E1
2.604609614E0,4.779999852E-1,-5.360000134E-1,1.046700001E1,1.049160946E1
2.614624922E0,4.210000038E-1,-5.170000196E-1,9.442999840E0,9.466508121E0
2.624610153E0,4.300000072E-1,-5.170000196E-1,9.376000404E0,9.400083649E0
2.635326999E0,4.399999976E-1,-5.550000072E-1,9.930999756E0,9.956223238E0
2.644608614E0,5.550000072E-1,-4.880000055E-1,1.015100002E1,1.017786670E1
2.654601922E0,4.020000100E-1,-5.450000167E-1,9.671999931E0,9.695680053E0
2.664608768E0,4.210000038E-1,-5.550000072E-1,9.826000214E0,9.850662222E0
2.674639691E0,5.450000167E-1,-4.979999959E-1,9.892999649E0,9.920507601E0
2.684607538E0,5.740000010E-1,-5.550000072E-1,1.002700043E1,1.005873941E1
2.694609538E0,4.110000134E-1,-5.450000167E-1,9.595999718E0,9.620247222E0
2.704600461E0,4.779999852E-1,-5.170000196E-1,9.796999931E0,9.822269629E0
2.714606768E0,4.589999914E-1,-5.360000134E-1,9.987999916E0,1.001289765E1
2.724604076E0,4.589999914E-1,-5.070000291E-1,9.826000214E0,9.849772090E0
2.734612384E0,4.589999914E-1,-4.880000055E-1,9.807000160E0,9.829856415E0
2.744613614E0,5.070000291E-1,-5.360000134E-1,9.767999649E0,9.795823712E0
2.754871691E0,4.589999914E-1,-5.070000291E-1,9.729999542E0,9.754005388E0
2.764651307E0,4.779999852E-1,-5.360000134E-1,9.920999527E0,9.946959918E0
2.775799691E0,4.880000055E-1,-5.170000196E-1,9.835000038E0,9.860662187E0
2.784603614E0,5.170000196E-1,-4.979999959E-1,9.902000427E0,9.927985973E0
2.794624999E0,5.070000291E-1,-5.550000072E-1,1.011299992E1,1.014089943E1
2.809466691E0,4.779999852E-1,-5.740000010E-1,9.701000214E0,9.729715573E0
2.814603461E0,4.779999852E-1,-5.170000196E-1,9.701000214E0,9.726519324E0
2.825449461E0,4.979999959E-1,-5.170000196E-1,9.911999702E0,9.937959102E0
2.834769307E0,4.779999852E-1,-5.450000167E-1,9.595999718E0,9.623342433E0
2.844612384E0,5.170000196E-1,-5.450000167E-1,9.940999985E0,9.969342743E0
2.854599614E0,5.170000196E-1,-4.779999852E-1,1.002700043E1,1.005169193E1
2.864604691E0,5.450000167E-1,-5.450000167E-1,9.671999931E0,9.702661115E0
2.874598614E0,5.260000229E-1,-5.070000291E-1,1.002700043E1,1.005357959E1
2.884626307E0,5.170000196E-1,-4.779999852E-1,9.864000320E0,9.889098813E0
2.895055153E0,5.170000196E-1,-5.450000167E-1,9.826000214E0,9.854673726E0
2.904612384E0,5.170000196E-1,-5.360000134E-1,9.826000214E0,9.854180089E0
2.914773153E0,4.499999881E-1,-5.360000134E-1,9.682000160E0,9.707261360E0
2.924603076E0,4.979999959E-1,-5.450000167E-1,9.663000107E0,9.691160925E0
2.934609076E0,5.260000229E-1,-5.740000010E-1,1.007499981E1,1.010503702E1
2.944603153E0,4.779999852E-1,-5.260000229E-1,9.864000320E0,9.889573415E0
2.954612153E0,4.880000055E-1,-5.450000167E-1,9.567000389E0,9.594929154E0
2.964603614E0,4.979999959E-1,-5.170000196E-1,1.004599953E1,1.007161355E1
2.974705999E0,4.589999914E-1,-5.360000134E-1,9.663000107E0,9.688733048E0
2.984611768E0,4.499999881E-1,-5.450000167E-1,9.786999702E0,9.812486341E0
2.994600384E0,4.690000117E-1,-5.070000291E-1,1.011299992E1,1.013655648E1
3.004600076E0,4.589999914E-1,-4.979999959E-1,9.538000107E0,9.562015009E0
3.014600768E0,4.979999959E-1,-5.450000167E-1,9.930999756E0,9.958402742E0
3.024598691E0,4.779999852E-1,-5.260000229E-1,1.004599953E1,1.007111049E1
3.034605461E0,4.589999914E-1,-5.929999948E-1,9.633999825E0,9.663140411E0
3.044760230E0,5.170000196E-1,-5.740000010E-1,1.002700043E1,1.005671430E1
3.054598307E0,4.589999914E-1,-5.360000134E-1,9.940999985E0,9.966015137E0
3.064606153E0,5.170000196E-1,-5.450000167E-1,9.614999771E0,9.644300630E0
3.074606461E0,5.170000196E-1,-5.360000134E-1,9.920999527E0,9.948910325E0
3.084713230E0,4.589999914E-1,-5.070000291E-1,9.968999863E0,9.992431550E0
3.094610076E0,4.779999852E-1,-5.360000134E-1,9.663000107E0,9.689651751E0
3.104616076E0,5.070000291E-1,-5.450000167E-1,9.949999809E0,9.977803879E0
3.114625153E0,5.260000229E-1,-4.300000072E-1,9.902000427E0,9.925280273E0
3.124618615E0,4.499999881E-1,-5.740000010E-1,9.758999825E0,9.786217531E0
3.134620691E0,4.589999914E-1,-5.839999914E-1,9.883000374E0,9.910874501E0
3.144610307E0,5.170000196E-1,-4.589999914E-1,9.796999931E0,9.821363330E0
3.154609384E0,4.779999852E-1,-5.450000167E-1,9.739000320E0,9.765942671E0
3.164606076E0,4.589999914E-1,-5.450000167E-1,9.873999596E0,9.899675450E0
3.175015615E0,4.979999959E-1,-5.450000167E-1,9.835000038E0,9.862669758E0
3.184614230E0,4.589999914E-1,-5.450000167E-1,9.786999702E0,9.812903199E0
3.194609691E0,4.979999959E-1,-6.029999852E-1,9.960000038E0,9.990656322E0
3.204617845E0,4.779999852E-1,-4.979999959E-1,9.826000214E0,9.850216656E0
3.214608461E0,4.589999914E-1,-5.170000196E-1,9.835000038E0,9.859269535E0
3.224602768E0,4.979999959E-1,-5.740000010E-1,9.960000038E0,9.988947930E0
3.234606999E0,4.300000072E-1,-5.360000134E-1,9.826000214E0,9.849998793E0
3.244611768E0,4.979999959E-1,-5.170000196E-1,9.767999649E0,9.794340721E0
3.254607076E0,5.260000229E-1,-5.450000167E-1,9.892999649E0,9.921952585E0
3.264621999E0,4.979999959E-1,-5.740000010E-1,9.883000374E0,9.912173141E0
3.274605076E0,4.589999914E-1,-5.550000072E-1,9.767999649E0,9.794514952E0
3.284617538E0,5.070000291E-1,-5.740000010E-1,9.902000427E0,9.931572760E0
3.294619461E0,5.070000291E-1,-5.170000196E-1,9.807000160E0,9.833696670E0
3.304607076E0,4.589999914E-1,-5.450000167E-1,9.711000443E0,9.737106121E0
3.314628615E0,5.070000291E-1,-5.740000010E-1,9.920999527E0,9.950515396E0
3.326023691E0,4.979999959E-1,-5.450000167E-1,9.796999931E0,9.824776673E0
3.334614153E0,4.399999976E-1,-5.450000167E-1,9.835000038E0,9.859911296E0
3.344619538E0,4.589999914E-1,-5.170000196E-1,9.854000092E0,9.878222908E0
3.354604538E0,4.399999976E-1,-5.260000229E-1,9.767999649E0,9.792042339E0
3.364628691E0,4.589999914E-1,-5.260000229E-1,9.739000320E0,9.763989157E0
3.374617153E0,5.170000196E-1,-5.360000134E-1,9.902000427E0,9.929964627E0
3.384616384E0,4.880000055E-1,-5.450000167E-1,9.854000092E0,9.881117691E0
3.398968615E0,4.880000055E-1,-5.839999914E-1,9.854000092E0,9.883345476E0
3.404611153E0,4.300000072E-1,-4.979999959E-1,9.854000092E0,9.875941566E0
3.414606538E0,4.880000055E-1,-4.779999852E-1,9.739000320E0,9.762927595E0
3.424610922E0,4.589999914E-1,-4.779999852E-1,9.720000267E0,9.742564866E0
3.434619922E0,4.690000117E-1,-5.170000196E-1,9.979000092E0,1.000338407E1
3.444614384E0,4.880000055E-1,-4.979999959E-1,9.711000443E0,9.735999055E0
3.457481922E0,4.880000055E-1,-5.450000167E-1,9.854000092E0,9.881117691E0
3.464613076E0,4.779999852E-1,-5.450000167E-1,9.902000427E0,9.928500464E0
3.474608076E0,4.690000117E-1,-5.450000167E-1,9.807000160E0,9.833322845E0
3.484775076E0,5.070000291E-1,-5.929999948E-1,9.987999916E0,1.001842504E1
3.495903307E0,4.589999914E-1,-6.029999852E-1,9.854000092E0,9.883097074E0
3.504610230E0,5.170000196E-1,-5.260000229E-1,9.739000320E0,9.766887543E0
3.514648153E0,4.589999914E-1,-5.740000010E-1,9.826000214E0,9.853447985E0
3.524968384E0,4.589999914E-1,-5.170000196E-1,9.767999649E0,9.792435201E0
3.534615384E0,4.880000055E-1,-5.450000167E-1,9.767999649E0,9.795355336E0
3.544620768E0,4.979999959E-1,-6.029999852E-1,9.960000038E0,9.990656322E0
3.554619384E0,4.880000055E-1,-5.450000167E-1,9.873999596E0,9.901062420E0
3.567810384E0,4.880000055E-1,-5.450000167E-1,9.796999931E0,9.824274868E0
3.574629615E0,5.170000196E-1,-4.690000117E-1,9.998000145E0,1.002233790E1
3.584628615E0,4.779999852E-1,-5.360000134E-1,9.796999931E0,9.823288027E0
3.594609768E0,4.779999852E-1,-4.690000117E-1,9.682000160E0,9.705131225E0
