"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.026447770E0,4.797999859E0,-4.051000118E0,2.470000029E0,6.747762944E0
1.036453231E0,-1.049999967E-1,-4.165999889E0,2.298000097E0,4.758926825E0
1.046453693E0,-2.901000023E0,-3.390000105E0,1.944000006E0,4.866933107E0
1.057142616E0,-1.406999946E0,-2.579999864E-1,4.979999959E-1,1.514667236E0
1.066440462E0,-6.700000167E-2,-2.290000021E-1,8.600000292E-2,2.536257118E-1
1.076446462E0,-1.049999967E-1,-2.389999926E-1,8.600000292E-2,2.748490427E-1
1.086446000E0,-1.430000067E-1,-2.579999864E-1,8.600000292E-2,3.072604683E-1
1.096452308E0,-1.239999980E-1,-1.809999943E-1,8.600000292E-2,2.356544036E-1
1.106442308E0,-9.499999881E-2,-2.099999934E-1,1.239999980E-1,2.617269503E-1
1.116441000E0,-1.620000005E-1,-2.389999926E-1,1.140000001E-1,3.104206769E-1
1.126440308E0,-7.599999756E-2,-2.489999980E-1,1.529999971E-1,3.019701935E-1
1.136444616E0,-1.049999967E-1,-2.389999926E-1,9.499999881E-2,2.777966802E-1
1.146449154E0,-1.049999967E-1,-2.010000050E-1,1.430000067E-1,2.680951384E-1
1.156439616E0,-1.140000001E-1,-2.199999988E-1,1.140000001E-1,2.727489679E-1
1.166441385E0,-1.140000001E-1,-2.290000021E-1,1.809999943E-1,3.133655995E-1
1.176443539E0,-1.049999967E-1,-2.010000050E-1,1.529999971E-1,2.735598663E-1
1.186445693E0,-1.430000067E-1,-2.579999864E-1,1.720000058E-1,3.414630242E-1
1.196446385E0,-5.700000003E-2,-2.099999934E-1,1.720000058E-1,2.773679853E-1
1.206447231E0,-1.239999980E-1,-2.290000021E-1,1.909999996E-1,3.229520094E-1
1.216444077E0,-9.499999881E-2,-2.290000021E-1,2.010000050E-1,3.191661053E-1
1.226443308E0,-9.499999881E-2,-2.199999988E-1,1.909999996E-1,3.064408574E-1
1.236453154E0,-1.140000001E-1,-2.290000021E-1,2.770000100E-1,3.770490771E-1
1.246439693E0,-8.600000292E-2,-2.489999980E-1,1.909999996E-1,3.253889970E-1
1.256446231E0,-1.239999980E-1,-2.489999980E-1,2.579999864E-1,3.793955607E-1
1.266446231E0,-1.430000067E-1,-2.290000021E-1,1.529999971E-1,3.103208050E-1
1.276445846E0,-1.239999980E-1,-2.199999988E-1,2.579999864E-1,3.610263037E-1
1.286456770E0,-1.430000067E-1,-2.389999926E-1,2.489999980E-1,3.735920199E-1
1.296445616E0,-1.529999971E-1,-1.809999943E-1,2.870000005E-1,3.722082714E-1
1.306446077E0,-1.239999980E-1,-1.620000005E-1,2.870000005E-1,3.521207178E-1
1.316440846E0,-1.340000033E-1,-2.010000050E-1,4.300000072E-1,4.932109174E-1
1.326444616E0,-5.178300095E1,-4.137000084E0,3.627799988E1,6.336155958E1
1.336463539E0,-7.844599915E1,-1.295699978E1,6.577500153E1,1.031891925E2
1.346451308E0,-1.144400024E1,1.155000019E1,7.845600128E1,8.012310393E1
1.356446616E0,-3.926000118E0,9.519000053E0,4.304899979E1,4.426331688E1
1.366440385E0,-2.099999934E-1,-4.020000100E-1,-4.300000072E-1,6.249832089E-1
1.376462308E0,1.720000058E-1,-4.399999976E-1,-4.699999839E-2,4.747557264E-1
1.386447923E0,4.020000100E-1,-3.919999897E-1,6.029999852E-1,8.239399142E-1
1.396444616E0,4.399999976E-1,-3.829999864E-1,1.302000046E0,1.426707085E0
1.406447693E0,2.389999926E-1,-3.249999881E-1,2.211999893E0,2.248486050E0
1.416441077E0,-8.040000200E-1,-3.350000083E-1,4.242000103E0,4.330497190E0
1.426450231E0,-2.470000029E0,-8.809999824E-1,6.263000011E0,6.789862315E0
1.436446000E0,-4.769000053E0,-1.129999995E0,7.556000233E0,9.006297853E0
1.446442154E0,-5.123000145E0,-1.521999955E0,8.503999710E0,1.004388498E1
1.456462846E0,-4.807000160E0,-2.105999947E0,7.421999931E0,9.090025814E0
1.466442770E0,-4.098999977E0,-2.739000082E0,5.142000198E0,7.123488492E0
1.476444693E0,-5.085000038E0,-3.562000036E0,2.987999916E0,6.890080779E0
1.486448077E0,-6.961999893E0,-4.261000156E0,1.473999977E0,8.294470494E0
1.496448616E0,-9.222000122E0,-5.056000233E0,1.004999995E0,1.056496330E1
1.506448846E0,-1.180799961E1,-5.888999939E0,8.610000014E-1,1.322310463E1
1.517216308E0,-1.373299980E1,-7.651999950E0,7.369999886E-1,1.573821959E1
1.526450539E0,-1.452799988E1,-8.303000450E0,3.440000117E-1,1.673681370E1
1.536443077E0,-7.335999966E0,-7.690000057E0,-3.628999949E0,1.123043352E1
1.546493000E0,3.440000117E-1,-3.811000109E0,-8.178000450E0,9.028939539E0
1.556446923E0,-9.270000458E0,4.059999943E0,-8.791000366E0,1.340515556E1
1.567254231E0,-8.897000313E0,3.792000055E0,-3.457000017E0,1.027067321E1
1.576449231E0,-5.659999847E0,1.560999990E0,-3.540000021E-1,5.881975454E0
1.586447923E0,-4.442999840E0,6.029999852E-1,2.290000021E-1,4.489576546E0
1.596459923E0,-5.094999790E0,1.140000001E-1,8.140000105E-1,5.160873461E0
1.606448846E0,-6.559999943E0,-1.981999993E0,1.235000014E0,6.963271376E0
1.616448539E0,-1.235400009E1,-3.246000051E0,1.149000049E0,1.282489905E1
1.626864846E0,-1.459500027E1,-4.232999802E0,6.600000262E-1,1.521078302E1
1.636445385E0,-1.614699936E1,-3.917000055E0,-3.799999878E-2,1.661535199E1
1.646444693E0,-1.568700027E1,-1.781000018E0,-4.779999852E-1,1.579501259E1
1.656442693E0,-1.196100044E1,7.469999790E-1,-2.290000021E-1,1.198649163E1
1.666443154E0,-5.955999851E0,9.760000110E-1,-1.899999939E-2,6.035467774E0
1.676453000E0,-4.988999844E0,9.760000110E-1,-5.700000003E-2,5.083890681E0
1.686466923E0,-5.162000179E0,6.790000200E-1,8.600000292E-2,5.207176094E0
1.696462923E0,-6.521999836E0,2.290000021E-1,2.770000100E-1,6.531894968E0
1.707113923E0,-1.005599976E1,-7.559999824E-1,6.409999728E-1,1.010472899E1
1.716609923E0,-1.090799999E1,-1.187000036E0,8.420000076E-1,1.100465342E1
1.726441539E0,-9.940999985E0,-1.368999958E0,1.110000014E0,1.009602603E1
1.736446770E0,-7.756999969E0,-1.157999992E0,1.245000005E0,7.941160968E0
1.746466462E0,-5.448999882E0,-6.990000010E-1,1.100999951E0,5.602892254E0
1.757399693E0,-2.470000029E0,-5.360000134E-1,9.860000014E-1,2.713004268E0
1.766458000E0,-1.550999999E0,-4.589999914E-1,9.760000110E-1,1.889142136E0
1.776444923E0,-7.749999762E-1,-4.210000038E-1,1.100999951E0,1.410697295E0
1.786443385E0,3.799999878E-2,-4.300000072E-1,1.473999977E0,1.535910134E0
1.796443231E0,1.034000039E0,-4.690000117E-1,1.972000003E0,2.275500187E0
1.806440231E0,5.420000076E0,-3.249999881E-1,4.348000050E0,6.956085843E0
1.816462539E0,7.277999878E0,-4.779999852E-1,1.243999958E1,1.442051857E1
1.826445154E0,7.125000000E0,-2.536999941E0,6.231800079E1,6.277527552E1
1.836447539E0,2.608799934E1,1.723000050E0,6.783399963E1,7.269803261E1
1.846440231E0,4.519999981E0,-5.700000003E-2,2.299399948E1,2.343411319E1
1.856445539E0,2.739000082E0,-5.450000167E-1,2.556999922E0,3.786475283E0
1.866456000E0,1.848000050E0,-8.999999762E-1,1.004999995E0,2.288040457E0
1.876498923E0,7.749999762E-1,-1.062999964E0,-4.589999914E-1,1.393296407E0
1.886453000E0,-8.709999919E-1,-7.179999948E-1,-1.580000043E0,1.941794303E0
1.896451539E0,-1.445999980E0,-2.800000086E-2,1.620000005E-1,1.455315753E0
1.907426693E0,-1.789999962E0,-1.049999967E-1,1.435999990E0,2.297220240E0
1.916454539E0,-2.125999928E0,-2.579999864E-1,2.881999969E0,3.590593754E0
1.926445616E0,-2.326999903E0,-5.929999948E-1,4.893000126E0,5.450507112E0
1.936449077E0,-2.384000063E0,-2.105999947E0,9.355999947E0,9.881974857E0
1.946440000E0,6.204999924E0,1.140000001E-1,3.821200180E1,3.871268657E1
1.956450462E0,9.336999893E0,1.425999999E0,2.301300049E1,2.487591676E1
1.966445616E0,4.137000084E0,1.430000067E-1,7.909999847E0,8.927671381E0
1.976450539E0,7.749999762E-1,-1.110000014E0,3.457000017E0,3.712623616E0
1.986455154E0,-1.320999980E0,-1.235000014E0,2.355000019E0,2.969223985E0
1.996448231E0,-1.981999993E0,-1.052999973E0,3.312999964E0,4.001637375E0
2.006449308E0,-2.211999893E0,-2.870000005E-1,6.320000172E0,6.702067942E0
2.016442539E0,-5.649999976E-1,4.300000072E-1,1.172200012E1,1.174348380E1
2.026441770E0,4.223000050E0,-1.720000058E-1,1.695100021E1,1.746996628E1
2.036460462E0,2.872999907E0,-8.420000076E-1,1.177900028E1,1.215351555E1
2.046449154E0,5.649999976E-1,-8.899999857E-1,8.225999832E0,8.293274276E0
2.056449077E0,-1.529999971E-1,-4.779999852E-1,7.144000053E0,7.161608042E0
2.066443539E0,-9.499999881E-2,-2.199999988E-1,7.393000126E0,7.396882848E0
2.076448231E0,4.020000100E-1,-1.620000005E-1,8.819999695E0,8.830642254E0
2.086445693E0,1.062999964E0,-2.489999980E-1,1.127200031E1,1.132474993E1
2.096446077E0,1.264000058E0,-3.919999897E-1,1.042899990E1,1.051263045E1
2.106461616E0,1.004999995E0,-5.550000072E-1,9.279999733E0,9.350745694E0
2.116463770E0,5.740000010E-1,-3.729999959E-1,9.154999733E0,9.180556906E0
2.126455462E0,6.409999728E-1,-2.099999934E-1,1.033300018E1,1.035499270E1
2.136441693E0,7.080000043E-1,-2.010000050E-1,1.014200020E1,1.016866919E1
2.146551462E0,7.749999762E-1,-4.979999959E-1,9.567000389E0,9.611249940E0
2.156487693E0,7.659999728E-1,-3.350000083E-1,9.376000404E0,9.413201610E0
2.166481616E0,6.990000010E-1,-3.729999959E-1,9.854000092E0,9.885800312E0
2.178236539E0,7.369999886E-1,-3.729999959E-1,9.826000214E0,9.860658101E0
2.186631231E0,7.469999790E-1,-3.919999897E-1,9.576999664E0,9.614083187E0
2.196451693E0,7.559999824E-1,-3.919999897E-1,9.911999702E0,9.948514365E0
2.206444693E0,7.179999948E-1,-3.160000145E-1,1.000800037E1,1.003869770E1
2.216445693E0,6.890000105E-1,-3.919999897E-1,9.595999718E0,9.628686078E0
2.226449770E0,7.179999948E-1,-4.110000134E-1,9.758999825E0,9.794004420E0
2.236441616E0,7.369999886E-1,-3.630000055E-1,9.854000092E0,9.888187690E0
2.246450231E0,6.700000167E-1,-3.729999959E-1,9.873999596E0,9.903731470E0
2.256445308E0,6.700000167E-1,-4.210000038E-1,9.854000092E0,9.885719945E0
2.266444923E0,7.469999790E-1,-3.829999864E-1,9.807000160E0,9.842862902E0
2.276464462E0,6.600000262E-1,-3.059999943E-1,1.002700043E1,1.005335634E1
2.286445539E0,7.469999790E-1,-3.350000083E-1,9.767999649E0,9.802247248E0
2.296449385E0,7.080000043E-1,-2.960000038E-1,9.614999771E0,9.645574146E0
2.306443770E0,6.990000010E-1,-3.829999864E-1,9.960000038E0,9.991841209E0
2.316456616E0,7.559999824E-1,-3.440000117E-1,9.854000092E0,9.888942804E0
2.326446154E0,7.469999790E-1,-4.110000134E-1,9.826000214E0,9.862920976E0
2.336440847E0,6.890000105E-1,-3.829999864E-1,9.796999931E0,9.828663066E0
2.346446000E0,6.990000010E-1,-3.059999943E-1,9.767999649E0,9.797757608E0
2.356442616E0,7.469999790E-1,-3.350000083E-1,9.930999756E0,9.964687156E0
2.366463308E0,6.990000010E-1,-4.110000134E-1,9.711000443E0,9.744796130E0
2.376446539E0,6.990000010E-1,-3.729999959E-1,9.663000107E0,9.695426812E0
2.386446539E0,7.659999728E-1,-3.440000117E-1,9.854000092E0,9.889712320E0
2.396446693E0,7.080000043E-1,-3.729999959E-1,9.940999985E0,9.973157659E0
2.406453539E0,7.080000043E-1,-4.110000134E-1,9.767999649E0,9.802244751E0
2.416449539E0,7.469999790E-1,-3.440000117E-1,9.835000038E0,9.869324735E0
2.426443847E0,7.179999948E-1,-3.350000083E-1,9.835000038E0,9.866862457E0
2.436463000E0,7.080000043E-1,-3.630000055E-1,9.807000160E0,9.839221776E0
2.446449770E0,7.369999886E-1,-3.440000117E-1,9.767999649E0,9.801801984E0
2.456449616E0,6.600000262E-1,-3.160000145E-1,9.786999702E0,9.814317053E0
2.466452462E0,6.890000105E-1,-3.829999864E-1,9.883000374E0,9.914388856E0
2.476441308E0,7.469999790E-1,-2.099999934E-1,9.979000092E0,1.000912343E1
2.486458462E0,5.839999914E-1,-8.040000200E-1,9.854000092E0,9.903978485E0
2.496446000E0,8.420000076E-1,-2.579999864E-1,9.949999809E0,9.988895045E0
2.506444385E0,6.029999852E-1,-2.870000005E-1,9.835000038E0,9.857646967E0
2.516448923E0,8.899999857E-1,-3.829999864E-1,9.701000214E0,9.749266337E0
2.526450231E0,6.409999728E-1,-4.589999914E-1,9.930999756E0,9.962244632E0
2.536451770E0,6.990000010E-1,-3.729999959E-1,9.767999649E0,9.800078936E0
2.546441462E0,7.659999728E-1,-2.960000038E-1,9.892999649E0,9.927024429E0
2.556451000E0,6.219999790E-1,-5.260000229E-1,9.854000092E0,9.887612341E0
2.566448770E0,8.610000014E-1,-2.290000021E-1,9.739000320E0,9.779667134E0
2.577750000E0,7.850000262E-1,-3.440000117E-1,9.892999649E0,9.930055544E0
2.586451770E0,7.179999948E-1,-2.010000050E-1,9.960000038E0,9.987868930E0
2.596446231E0,7.179999948E-1,-4.300000072E-1,9.729999542E0,9.765926228E0
2.606443077E0,7.469999790E-1,-3.919999897E-1,9.796999931E0,9.833253816E0
2.616444693E0,7.559999824E-1,-2.870000005E-1,9.835000038E0,9.868187814E0
2.626444770E0,7.179999948E-1,-4.690000117E-1,9.758999825E0,9.796609749E0
2.636449385E0,6.990000010E-1,-3.249999881E-1,9.892999649E0,9.922986851E0
2.646440770E0,7.559999824E-1,-3.729999959E-1,9.796999931E0,9.833202562E0
2.656448539E0,6.409999728E-1,-4.300000072E-1,9.786999702E0,9.817389885E0
2.666445539E0,7.179999948E-1,-3.729999959E-1,9.835000038E0,9.868225714E0
2.676452154E0,7.749999762E-1,-3.350000083E-1,9.720000267E0,9.756600594E0
2.686452154E0,6.700000167E-1,-4.300000072E-1,9.701000214E0,9.733612134E0
2.696453154E0,7.369999886E-1,-3.729999959E-1,9.873999596E0,9.908489592E0
2.706448770E0,6.890000105E-1,-3.160000145E-1,9.854000092E0,9.883111596E0
2.716448539E0,7.269999981E-1,-2.960000038E-1,9.796999931E0,9.828395223E0
2.726447231E0,7.179999948E-1,-4.300000072E-1,9.826000214E0,9.861577166E0
2.736446308E0,7.179999948E-1,-2.099999934E-1,9.960000038E0,9.988054102E0
2.746443693E0,6.990000010E-1,-3.630000055E-1,9.920999527E0,9.952215915E0
2.756448077E0,6.990000010E-1,-3.059999943E-1,9.767999649E0,9.797757608E0
2.766444539E0,7.559999824E-1,-4.110000134E-1,9.854000092E0,9.891500128E0
2.776442308E0,7.559999824E-1,-3.440000117E-1,9.854000092E0,9.888942804E0
2.786446616E0,7.179999948E-1,-3.440000117E-1,9.826000214E0,9.858201672E0
2.796447000E0,7.369999886E-1,-3.440000117E-1,9.826000214E0,9.859603703E0
2.806449693E0,7.179999948E-1,-3.350000083E-1,9.826000214E0,9.857891722E0
2.816455154E0,6.890000105E-1,-2.960000038E-1,9.835000038E0,9.863547170E0
2.826448923E0,7.659999728E-1,-3.160000145E-1,9.873999596E0,9.908707281E0
2.836444077E0,7.269999981E-1,-3.829999864E-1,9.826000214E0,9.860299092E0
2.846442077E0,7.369999886E-1,-3.440000117E-1,9.767999649E0,9.801801984E0
2.856441231E0,7.179999948E-1,-3.729999959E-1,9.720000267E0,9.753617697E0
2.866444923E0,7.179999948E-1,-2.579999864E-1,9.796999931E0,9.826662487E0
2.876448385E0,6.510000229E-1,-3.249999881E-1,9.729999542E0,9.757167474E0
2.886444847E0,7.749999762E-1,-3.440000117E-1,9.807000160E0,9.843587411E0
2.896456847E0,6.700000167E-1,-4.300000072E-1,9.911999702E0,9.943919656E0
2.906446308E0,7.469999790E-1,-3.059999943E-1,9.854000092E0,9.887009799E0
2.916448308E0,6.890000105E-1,-3.059999943E-1,9.902000427E0,9.930658058E0
2.926452539E0,7.080000043E-1,-2.870000005E-1,9.739000320E0,9.768918069E0
2.936451770E0,7.179999948E-1,-2.579999864E-1,9.739000320E0,9.768838991E0
2.946451231E0,7.179999948E-1,-2.579999864E-1,9.883000374E0,9.912405580E0
2.956442077E0,7.269999981E-1,-3.729999959E-1,9.864000320E0,9.897785627E0
2.966452077E0,7.080000043E-1,-3.249999881E-1,9.902000427E0,9.932597921E0
2.976441462E0,7.369999886E-1,-3.059999943E-1,9.835000038E0,9.867321355E0
2.986607693E0,6.990000010E-1,-3.059999943E-1,9.682000160E0,9.712021628E0
2.996449462E0,6.890000105E-1,-3.440000117E-1,9.854000092E0,9.884046480E0
3.006446231E0,5.170000196E-1,-3.440000117E-1,9.404000282E0,9.424481224E0
3.016449000E0,1.809999943E-1,-2.290000021E-1,6.684000015E0,6.690370558E0
3.026442385E0,8.999999762E-1,-2.010000050E-1,8.935000420E0,8.982462550E0
3.036445770E0,7.369999886E-1,-4.210000038E-1,1.046700001E1,1.050135701E1
3.046447308E0,1.292000055E0,-4.210000038E-1,1.169299984E1,1.177169276E1
3.056446770E0,9.570000172E-1,-5.450000167E-1,1.140600014E1,1.145904504E1
3.066446385E0,7.179999948E-1,-6.029999852E-1,1.042899990E1,1.047106355E1
3.076448000E0,8.140000105E-1,-4.499999881E-1,1.030500031E1,1.034688974E1
3.086453154E0,2.870000005E-1,-4.880000055E-1,1.060099983E1,1.061610618E1
3.096444000E0,1.239999980E-1,-7.369999886E-1,9.001999855E0,9.032969964E0
3.106507616E0,1.149000049E0,1.430000067E-1,7.526999950E0,7.615535330E0
3.116451154E0,8.330000043E-1,0.000000000E0,7.842999935E0,7.887112082E0
3.126447154E0,6.890000105E-1,-4.589999914E-1,9.979000092E0,1.001328342E1
3.136459539E0,6.510000229E-1,-3.829999864E-1,1.060099983E1,1.062787314E1
3.146448231E0,5.839999914E-1,-3.160000145E-1,9.288999557E0,9.312702335E0
3.156450462E0,7.559999824E-1,-2.099999934E-1,9.222000122E0,9.255318591E0
